Step,GeneCountMin,GeneCountMax,GeneCountAvg,GeneCountSE,PopMin,PopMax,PopAvg,PopSE,SpeciesMin,SpeciesMax,SpeciesAvg,SpeciesSE,GeneCount1,Pop1,Species1,GeneCount2,Pop2,Species2,GeneCount3,Pop3,Species3,GeneCount4,Pop4,Species4,GeneCount5,Pop5,Species5,GeneCount6,Pop6,Species6,GeneCount7,Pop7,Species7,GeneCount8,Pop8,Species8,GeneCount9,Pop9,Species9,GeneCount10,Pop10,Species10
1,5,5,5,0,100,101,100.1,0.590085,97,100,98.9,0.330151,5,101,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,100,97,5,100,97,5,100,99,5,100,99
2,5,5,5,0,100,102,100.3,0.562317,97,100,98.9,0.330151,5,102,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,100,97,5,100,97,5,100,99,5,101,99
3,5,5,5,0,100,102,100.4,0.527447,97,100,98.9,0.330151,5,102,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,100,97,5,101,97,5,100,99,5,101,99
4,5,5,5,0,100,103,100.7,0.529339,97,100,98.9,0.330151,5,103,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,101,97,5,102,97,5,100,99,5,101,99
5,5,5,5,0,100,104,101.1,0.576368,97,100,98.9,0.330151,5,104,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,101,97,5,104,97,5,100,99,5,102,99
6,5,5,5,0,100,105,101.2,0.611719,97,100,98.9,0.330151,5,104,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,101,97,5,105,97,5,100,99,5,102,99
7,5,5,5,0,100,106,101.9,0.676905,97,100,98.9,0.330151,5,105,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,103,97,5,106,97,5,101,99,5,104,99
8,5,5,5,0,100,109,102.4,0.934987,97,100,98.9,0.330151,5,106,99,5,100,99,5,100,100,5,100,100,5,100,100,5,100,99,5,104,97,5,109,97,5,102,99,5,103,99
9,5,5,5,0,100,112,103,1.21252,97,100,98.9,0.330151,5,106,99,5,100,99,5,100,100,5,100,100,5,100,100,5,101,99,5,106,97,5,112,97,5,102,99,5,103,99
10,5,5,5,0,100,112,103.5,1.30775,97,100,98.9,0.330151,5,106,99,5,101,99,5,100,100,5,100,100,5,100,100,5,103,99,5,108,97,5,112,97,5,102,99,5,103,99
11,5,5,5,0,100,113,103.7,1.42976,96,100,98.7,0.406202,5,106,98,5,101,99,5,100,100,5,100,100,5,100,100,5,103,99,5,109,97,5,113,96,5,102,99,5,103,99
12,5,5,5,0,100,112,104,1.55119,96,100,98.5,0.44833,5,105,97,5,102,99,5,100,100,5,100,100,5,100,100,5,105,99,5,112,97,5,112,96,5,102,99,5,102,98
13,5,5,5,0,99,113,103.1,1.29314,90,100,97.2,1.24298,5,99,91,5,101,99,5,100,100,5,100,100,5,100,100,5,104,99,5,113,96,5,108,90,5,102,99,5,104,98
14,5,5,5,0,99,113,102.5,1.17141,83,100,96.1,1.8743,5,99,91,5,101,99,5,100,100,5,100,100,5,100,100,5,104,99,5,113,94,5,103,83,5,103,99,5,102,96
15,5,5,5,0,89,106,99.3,1.59443,74,100,92,3.68253,5,89,80,5,101,99,5,100,100,5,100,100,5,100,100,5,106,99,5,104,83,5,96,74,5,101,97,5,96,88
16,5,5,5,0,63,100,85.3,6.70524,40,100,77.3,9.59776,5,73,62,5,96,93,5,100,100,5,100,100,5,100,100,5,85,78,5,68,45,5,63,40,5,88,84,5,80,71
17,5,5,5,0,0,24,8,29.6657,0,3,1.1,30.9288,5,12,1,5,3,1,5,0,0,5,0,0,5,0,0,5,7,1,5,22,3,5,24,3,5,3,1,5,9,1
